product parent,category 1,category 2,name,base,barcode,cost_price,sale_price,manufacturer_srp,weight,manufacturer,supplier,store_sku,manufacturer_sku,supplier_sku,short_description,long_description,image_url,sub_image_url,meta_title,meta_desc,quantity,Color,Storage,Size,Zoom,Aperture,Pixel
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 128GB - Space Grey,Apple iPad Air,,,,"6,288.00",,Apple Asia Ltd,,102-APPIPA-ME898ZP/A,ME898ZP/A,,Apple iPad Air Wi-Fi 128GB - Space Grey,,,,,,,Space Grey,128GB,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 128GB - Silver,Apple iPad Air,,,,"6,288.00",,Apple Asia Ltd,,102-APPIPA-ME906ZP/A,ME906ZP/A,,Apple iPad Air Wi-Fi 128GB - Silver,,,,,,,Silver,128GB,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 128GB - Space Gr,Apple iPad Air,,,,"7,288.00",,Apple Asia Ltd,,102-APPIPA-ME987ZP/A,ME987ZP/A,,Apple iPad Air Wi-Fi+Cellular 128GB - Space Gr,,,,,,,Space Grey,128GB,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 128GB - Silver,Apple iPad Air,,,,"7,288.00",,Apple Asia Ltd,,102-APPIPA-ME988ZP/A,ME988ZP/A,,Apple iPad Air Wi-Fi+Cellular 128GB - Silver,,,,,,,Silver,128GB,,,,
Moblie Phones,Apple,IPHONE4S,Apple iPhone 4s 8GB Black (GSM),Apple IPHONE4S,,,,"3,488.00",,Apple Asia Ltd,,101-APPI4S-MF265ZP/A,MF265ZP/A,,Apple iPhone 4s 8GB Black (GSM),,,,,,,Black,8GB,,,,
Moblie Phones,Apple,IPHONE4S,Apple iPhone 4s 8GB White (GSM),Apple IPHONE4S,,,,"3,488.00",,Apple Asia Ltd,,101-APPI4S-MF266ZP/A,MF266ZP/A,,Apple iPhone 4s 8GB White (GSM),,,,,,,White,8GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB White,Apple IPHONE5C,,,,"4,688.00",,Apple Asia Ltd,,101-APPI5C-MF321ZP/A,MF321ZP/A,,Apple iPhone 5c 16GB White,,,,,,,White,16GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB Yellow,Apple IPHONE5C,,,,"4,688.00",,Apple Asia Ltd,,101-APPI5C-MF322ZP/A,MF322ZP/A,,Apple iPhone 5c 16GB Yellow,,,,,,,Yellow,16GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB Blue,Apple IPHONE5C,,,,"4,688.00",,Apple Asia Ltd,,101-APPI5C-MF323ZP/A,MF323ZP/A,,Apple iPhone 5c 16GB Blue,,,,,,,Blue,16GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB Green,Apple IPHONE5C,,,,"4,688.00",,Apple Asia Ltd,,101-APPI5C-MF324ZP/A,MF324ZP/A,,Apple iPhone 5c 16GB Green,,,,,,,Green,16GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB Pink,Apple IPHONE5C,,,,"4,688.00",,Apple Asia Ltd,,101-APPI5C-MF325ZP/A,MF325ZP/A,,Apple iPhone 5c 16GB Pink,,,,,,,Pink,16GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB White,Apple IPHONE5C,,,,"4,799.00",,Apple Asia Ltd,,101-APPI5C-MF326ZP/A,MF326ZP/A,,Apple iPhone 5c 32GB White,,,,,,,White,32GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB Yellow,Apple IPHONE5C,,,,"4,799.00",,Apple Asia Ltd,,101-APPI5C-MF327ZP/A,MF327ZP/A,,Apple iPhone 5c 32GB Yellow,,,,,,,Yellow,32GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB Blue,Apple IPHONE5C,,,,"4,799.00",,Apple Asia Ltd,,101-APPI5C-MF328ZP/A,MF328ZP/A,,Apple iPhone 5c 32GB Blue,,,,,,,Blue,32GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB Green,Apple IPHONE5C,,,,"4,799.00",,Apple Asia Ltd,,101-APPI5C-MF329ZP/A,MF329ZP/A,,Apple iPhone 5c 32GB Green,,,,,,,Green,32GB,,,,
Moblie Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB Pink,Apple IPHONE5C,,,,"4,799.00",,Apple Asia Ltd,,101-APPI5C-MF330ZP/A,MF330ZP/A,,Apple iPhone 5c 32GB Pink,,,,,,,Pink,32GB,,,,
Moblie Phones,Apple,IPHONE5S,Apple iPhone 5s 16GB Space Grey,Apple IPHONE5S,,,,"5,588.00",,Apple Asia Ltd,,101-APPI5S-MF352ZP/A,MF352ZP/A,,Apple iPhone 5s 16GB Space Grey,,,,,,,Space Grey,16GB,,,,
Moblie Phones,Apple,IPHONE5S,Apple iPhone 5s 16GB Silver,Apple IPHONE5S,,,,"5,588.00",,Apple Asia Ltd,,101-APPI5S-MF353ZP/A,MF353ZP/A,,Apple iPhone 5s 16GB Silver,,,,,,,Silver,16GB,,,,
Moblie Phones,Apple,IPHONE5S,Apple iPhone 5s 16GB Gold,Apple IPHONE5S,,,,"5,588.00",,Apple Asia Ltd,,101-APPI5S-MF354ZP/A,MF354ZP/A,,Apple iPhone 5s 16GB Gold,,,,,,,Gold,16GB,,,,
Moblie Phones,Apple,IPHONE5S,Apple iPhone 5s 32GB Space Grey,Apple IPHONE5S,,,,"6,388.00",,Apple Asia Ltd,,101-APPI5S-MF355ZP/A,MF355ZP/A,,Apple iPhone 5s 32GB Space Grey,,,,,,,Space Grey,32GB,,,,
Moblie Phones,Apple,IPHONE5S,Apple iPhone 5s 32GB Silver,Apple IPHONE5S,,,,"6,388.00",,Apple Asia Ltd,,101-APPI5S-MF356ZP/A,MF356ZP/A,,Apple iPhone 5s 32GB Silver,,,,,,,Silver,32GB,,,,
Moblie Phones,Apple,IPHONE5S,Apple iPhone 5s 32GB Gold,Apple IPHONE5S,,,,"6,388.00",,Apple Asia Ltd,,101-APPI5S-MF357ZP/A,MF357ZP/A,,Apple iPhone 5s 32GB Gold,,,,,,,Gold,32GB,,,,
Moblie Phones,Apple,IPHONE5S,Apple iPhone 5s 64GB Space Grey,Apple IPHONE5S,,,,"7,188.00",,Apple Asia Ltd,,101-APPI5S-MF358ZP/A,MF358ZP/A,,Apple iPhone 5s 64GB Space Grey,,,,,,,Space Grey,64GB,,,,
Moblie Phones,Apple,IPHONE5S,Apple iPhone 5s 64GB Silver,Apple IPHONE5S,,,,"7,188.00",,Apple Asia Ltd,,101-APPI5S-MF359ZP/A,MF359ZP/A,,Apple iPhone 5s 64GB Silver,,,,,,,Silver,64GB,,,,
Moblie Phones,Apple,IPHONE5S,Apple iPhone 5s 64GB Gold,Apple IPHONE5S,,,,"7,188.00",,Apple Asia Ltd,,101-APPI5S-MF360ZP/A,MF360ZP/A,,Apple iPhone 5s 64GB Gold,,,,,,,Gold,64GB,,,,
Laptops,Apple,iMac,Apple iMac 21.5-inch:2.7GHz quad-core Intel i5,Apple iMac,,,,"9,888.00",,Apple Asia Ltd,,103-APPIMC-ME086ZP/A,ME086ZP/A,,Apple iMac 21.5-inch:2.7GHz quad-core Intel i5,,,,,,,,,21.5inch,,,
Laptops,Apple,iMac,Apple  iMac 21.5-inch: 2.9GHz quad-core i5,Apple iMac,,,,"11,488.00",,Apple Asia Ltd,,103-APPIMC-ME087ZP/A,ME087ZP/A,,Apple  iMac 21.5-inch: 2.9GHz quad-core i5,,,,,,,,,21.5inch,,,
Laptops,Apple,iMac,Apple iMac 27-inch:3.2GHz quad-core Intel i5,Apple iMac,,,,"13,888.00",,Apple Asia Ltd,,103-APPIMC-ME088ZP/A,ME088ZP/A,,Apple iMac 27-inch:3.2GHz quad-core Intel i5,,,,,,,,,27inch,,,
Laptops,Apple,Mac Mini,Apple Mac mini 2.5GHz dual-core Intel Core i5,Apple Mac Mini,,,,"4,688.00",,Apple Asia Ltd,,103-APPMCM-MD387ZP/A,MD387ZP/A,,Apple Mac mini 2.5GHz dual-core Intel Core i5,,,,,,,,,11inch,,,
Laptops,Apple,Mac Mini,Apple Mac mini 2.3GHz quad-core Intel Core i7,Apple Mac Mini,,,,"6,288.00",,Apple Asia Ltd,,103-APPMCM-MD388ZP/A,MD388ZP/A,,Apple Mac mini 2.3GHz quad-core Intel Core i7,,,,,,,,,13inch,,,
Laptops,Apple,Mac Mini,Apple Mac mini 2.3GHZ with MAC OS X SERVER,Apple Mac Mini,,,,"7,888.00",,Apple Asia Ltd,,103-APPMCM-MD389ZP/A,MD389ZP/A,,Apple Mac mini 2.3GHZ with MAC OS X SERVER,,,,,,,,,13inch,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 11 inch: 128GB,Apple MacBook Air,,,,"8,488.00",,Apple Asia Ltd,,103-APPMBA-MD224ZP/A,MD224ZP/A,,Apple MACBOOK AIR 11 inch: 128GB,,,,,,,,,11inch,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 13inch: 128GB,Apple MacBook Air,,,,"9,188.00",,Apple Asia Ltd,,103-APPMBA-MD231ZP/A,MD231ZP/A,,Apple MACBOOK AIR 13inch: 128GB,,,,,,,,,11inch,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 13 inch: 256GB,Apple MacBook Air,,,,"10,888.00",,Apple Asia Ltd,,103-APPMBA-MD232ZP/A,MD232ZP/A,,Apple MACBOOK AIR 13 inch: 256GB,,,,,,,,,13inch,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 11 inch: 128GB,Apple MacBook Air,,,,"7,688.00",,Apple Asia Ltd,,103-APPMBA-MD711ZP/A,MD711ZP/A,,Apple MACBOOK AIR 11 inch: 128GB,,,,,,,,,13inch,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 11 inch: 256GB,Apple MacBook Air,,,,"9,188.00",,Apple Asia Ltd,,103-APPMBA-MD712ZP/A,MD712ZP/A,,Apple MACBOOK AIR 11 inch: 256GB,,,,,,,,,11inch,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 13inch: 128GB,Apple MacBook Air,,,,"8,488.00",,Apple Asia Ltd,,103-APPMBA-MD760ZP/A,MD760ZP/A,,Apple MACBOOK AIR 13inch: 128GB,,,,,,,,,13inch,,,
Laptops,Apple,MacBook Air,Apple MACBOOK AIR 13 inch: 256GB,Apple MacBook Air,,,,"9,988.00",,Apple Asia Ltd,,103-APPMBA-MD761ZP/A,MD761ZP/A,,Apple MACBOOK AIR 13 inch: 256GB,,,,,,,,,13inch,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.3GHz Retina Display  i7,Apple MacBook Pro,,,,"15,888.00",,Apple Asia Ltd,,103-APPMBP-MC975ZP/A,MC975ZP/A,,Apple MBP 15-inch: 2.3GHz Retina Display  i7,,,,,,,,,15inch,,,
Laptops,Apple,MacBook Pro,Apple MBP 13-inch: 2.9GHz Dual-core i7,Apple MacBook Pro,,,,"11,488.00",,Apple Asia Ltd,,103-APPMBP-MD102ZP/A,MD102ZP/A,,Apple MBP 13-inch: 2.9GHz Dual-core i7,,,,,,,,,13inch,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.3GHz Quad-core i7,Apple MacBook Pro,,,,"13,888.00",,Apple Asia Ltd,,103-APPMBP-MD103ZP/A,MD103ZP/A,,Apple MBP 15-inch: 2.3GHz Quad-core i7,,,,,,,,,15inch,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.6GHz Quad-core i7,Apple MacBook Pro,,,,"16,888.00",,Apple Asia Ltd,,103-APPMBP-MD104ZP/A,MD104ZP/A,,Apple MBP 15-inch: 2.6GHz Quad-core i7,,,,,,,,,15inch,,,
Laptops,Apple,MacBook Pro,Apple MBP 13-inch: 2.5GHz Retina Display(128G),Apple MacBook Pro,,,,"11,488.00",,Apple Asia Ltd,,103-APPMBP-MD212ZP/A,MD212ZP/A,,Apple MBP 13-inch: 2.5GHz Retina Display(128G),,,,,,,,,13inch,,,
Laptops,Apple,MacBook Pro,"Apple MBP 15"" with Retina Display: 2.0GHz i7",Apple MacBook Pro,,,,"15,288.00",,Apple Asia Ltd,,103-APPMBP-ME293ZP/A,ME293ZP/A,,"Apple MBP 15"" with Retina Display: 2.0GHz i7",,,,,,,,,15inch,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.4GHz Retina Display  i7,Apple MacBook Pro,,,,"16,888.00",,Apple Asia Ltd,,103-APPMBP-ME664ZP/A,ME664ZP/A,,Apple MBP 15-inch: 2.4GHz Retina Display  i7,,,,,,,,,15inch,,,
Laptops,Apple,MacBook Pro,Apple MBP 15-inch: 2.7GHz Retina Display i7,Apple MacBook Pro,,,,"21,488.00",,Apple Asia Ltd,,103-APPMBP-ME665ZP/A,ME665ZP/A,,Apple MBP 15-inch: 2.7GHz Retina Display i7,,,,,,,,,15inch,,,
Laptops,Apple,MacBook Pro,"Apple MBP 13""  Retina Display: 2.4GHz i5,128GB",Apple MacBook Pro,,,,"9,988.00",,Apple Asia Ltd,,103-APPMBP-ME864ZP/A,ME864ZP/A,,"Apple MBP 13""  Retina Display: 2.4GHz i5,128GB",,,,,,,,,13inch,,,
Laptops,Apple,MacBook Pro,"Apple MBP 13""  Retina Display: 2.4GHz i5,256GB",Apple MacBook Pro,,,,"11,488.00",,Apple Asia Ltd,,103-APPMBP-ME865ZP/A,ME865ZP/A,,"Apple MBP 13""  Retina Display: 2.4GHz i5,256GB",,,,,,,,,13inch,,,
Laptops,Apple,MacBook Pro,"Apple MBP 13""  Retina Display: 2.6GHz i5",Apple MacBook Pro,,,,"13,888.00",,Apple Asia Ltd,,103-APPMBP-ME866ZP/A,ME866ZP/A,,"Apple MBP 13""  Retina Display: 2.6GHz i5",,,,,,,,,13inch,,,
Laptops,Apple,Display,Apple 27-INCH LED CINEMA DISPLAY-ITP COO,Apple Display,,,,"7,688.00",,Apple Asia Ltd,,103-APPDSP-MC007ZP/A,MC007ZP/A,,Apple 27-INCH LED CINEMA DISPLAY-ITP COO,,,,,,,,,27inch,,,
Laptops,Apple,Display,Apple Thunderbolt Display - ITP,Apple Display,,,,"7,688.00",,Apple Asia Ltd,,103-APPDSP-MC914ZP/B,MC914ZP/B,,Apple Thunderbolt Display - ITP,,,,,,,,,,,,
Laptops,Apple,Apple TV,Apple TV - HKG,Apple Apple TV,,,,788,,Apple Asia Ltd,,103-APPATV-MD199HK/A,MD199HK/A,,Apple TV - HKG,,,,,,,,,,,,
Accessories,Laptops Accessories,Cable,Apple LIGHTNING TO USB CABLE (1M),Apple Lightning to USB,,,,148,,Apple Asia Ltd,,203-APPCAB-MD818ZM/A,MD818ZM/A,,Apple LIGHTNING TO USB CABLE (1M),,,,,,,,,1m,,,
Accessories,Laptops Accessories,Cable,Apple Lightning to USB Cable (2 m),Apple Lightning to USB,,,,228,,Apple Asia Ltd,,203-APPCAB-MD819ZM/A,MD819ZM/A,,Apple Lightning to USB Cable (2 m),,,,,,,,,2m,,,
Accessories,Laptops Accessories,Cable,Apple Lightning to USB Cable (0.5 m),Apple Lightning to USB,,,,148,,Apple Asia Ltd,,203-APPCAB-ME291ZM/A,ME291ZM/A,,Apple Lightning to USB Cable (0.5 m),,,,,,,,,0.5m,,,
Accessories,Laptops Accessories,Cable,Apple DOCK CONNECTOR TO USB CABLE,Apple DOCK CONNECTOR TO USB CABLE,,,,148,,Apple Asia Ltd,,203-APPCAB-MA591G/C,MA591G/C,,Apple DOCK CONNECTOR TO USB CABLE,,,,,,,,,,,,
Accessories,Laptops Accessories,Keyboard,Apple Keyboard with Numeric Keypad,Apple Keyboard with Numeric Keypad,,,,370,,Apple Asia Ltd,,203-APPKBD-MB110LL/B,MB110LL/B,,Apple Keyboard with Numeric Keypad,,,,,,,,,,,,
Accessories,Laptops Accessories,Keyboard,Apple Wireless Keyboard- USA,Apple Wireless Keyboard- USA,,,,518,,Apple Asia Ltd,,203-APPKBD-MC184LL/B,MC184LL/B,,Apple Wireless Keyboard- USA,,,,,,,,,,,,
Accessories,Laptops Accessories,Mouse,Apple MOUSE-ZML,Apple MOUSE-ZML,,,,370,,Apple Asia Ltd,,203-APPMOU-MB112ZM/B,MB112ZM/B,,Apple MOUSE-ZML,,,,,,,,,,,,
Accessories,Laptops Accessories,Mouse,Apple Magic Mouse,Apple Magic Mouse,,,,518,,Apple Asia Ltd,,203-APPMOU-MB829ZM/A,MB829ZM/A,,Apple Magic Mouse,,,,,,,,,,,,
Accessories,Laptops Accessories,Router,Apple Airport Express Base Station-itp,Apple Airport Express Base Station-itp,,,,718,,Apple Asia Ltd,,203-APPROU-MC414ZP/A,MC414ZP/A,,Apple Airport Express Base Station-itp,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple MINI DISPLAYPORT TO DVI ADAPTER,Apple MINI DISPLAYPORT TO DVI ADAPTER,,,,220,,Apple Asia Ltd,,203-APPADT-MB570Z/B,MB570Z/B,,Apple MINI DISPLAYPORT TO DVI ADAPTER,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple MINI DISPLAYPORT TO DUAL-LINK DVI,Apple MINI DISPLAYPORT TO DUAL-LINK DVI,,,,750,,Apple Asia Ltd,,203-APPADT-MB571Z/A,MB571Z/A,,Apple MINI DISPLAYPORT TO DUAL-LINK DVI,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple MINI DISPLAYPORT TO VGA ADAPTER,Apple MINI DISPLAYPORT TO VGA ADAPTER,,,,218,,Apple Asia Ltd,,203-APPADT-MB572Z/B,MB572Z/B,,Apple MINI DISPLAYPORT TO VGA ADAPTER,,,,,,,,,,,,
Accessories,Laptops Accessories,Remote,Apple Remote(Aluminium),Apple Remote(Aluminium),,,,148,,Apple Asia Ltd,,203-APPREM-MC377ZM/A,MC377ZM/A,,Apple Remote(Aluminium),,,,,,,,,,,,
Accessories,Laptops Accessories,Mouse,Apple MAGIC TRACKPAD - ZML,Apple MAGIC TRACKPAD - ZML,,,,518,,Apple Asia Ltd,,203-APPMOU-MC380ZM/A,MC380ZM/A,,Apple MAGIC TRACKPAD - ZML,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple Apple USB Ethernet Adapter -ZML,Apple Apple USB Ethernet Adapter -ZML,,,,198,,Apple Asia Ltd,,203-APPADT-MC704ZM/A,MC704ZM/A,,Apple Apple USB Ethernet Adapter -ZML,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple Thunderbolt to Gigabit Ethernet Adapter,Apple Thunderbolt to Gigabit Ethernet Adapter,,,,218,,Apple Asia Ltd,,203-APPADT-MD463ZM/A,MD463ZM/A,,Apple Thunderbolt to Gigabit Ethernet Adapter,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple Thunderbolt to FireWire Adapter,Apple Thunderbolt to FireWire Adapter,,,,218,,Apple Asia Ltd,,203-APPADT-MD464ZM/A,MD464ZM/A,,Apple Thunderbolt to FireWire Adapter,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple MAGSAFE TO MAGSAFE 2 CONVERTER-ZML,Apple MAGSAFE TO MAGSAFE 2 CONVERTER-ZML,,,,78,,Apple Asia Ltd,,203-APPADT-MD504ZM/A,MD504ZM/A,,Apple MAGSAFE TO MAGSAFE 2 CONVERTER-ZML,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple 85W MagSafe 2 Power Adapter(Retina,Apple 85W MagSafe 2 Power Adapter(Retina,,,,588,,Apple Asia Ltd,,203-APPADT-MD506B/A,MD506B/A,,Apple 85W MagSafe 2 Power Adapter(Retina,,,,,,,,85W,,,,
Accessories,Laptops Accessories,External Storage,Apple USB SuperDrive,Apple USB SuperDrive,,,,588,,Apple Asia Ltd,,203-APPESG-MD564ZM/A,MD564ZM/A,,Apple USB SuperDrive,,,,,,,,,,,,
Accessories,Laptops Accessories,Adapter,Apple 45W MagSafe 2 Power Adapter-MBA,Apple 45W MagSafe 2 Power Adapter-MBA,,,,588,,Apple Asia Ltd,,203-APPADT-MD592B/A,MD592B/A,,Apple 45W MagSafe 2 Power Adapter-MBA,,,,,,,,,,,,
Accessories,Laptops Accessories,Cable,Apple HDMI to HDMI Cable (1.8m)-ZML,Apple HDMI to HDMI Cable (1.8m)-ZML,,,,148,,Apple Asia Ltd,,203-APPCAB-MC838ZM/B,MC838ZM/B,,Apple HDMI to HDMI Cable (1.8m)-ZML,,,,,,,,,1.8m,,,
Accessories,Laptops Accessories,Cable,Apple DIGITAL AV ADAPTER-ZML,Apple DIGITAL AV ADAPTER-ZML,,,,298,,Apple Asia Ltd,,203-APPCAB-MD098ZM/A,MD098ZM/A,,Apple DIGITAL AV ADAPTER-ZML,,,,,,,,,,,,
Accessories,Laptops Accessories,Cable,Apple THUNDERBOLT CABLE ( 2.0 M )-ZML,Apple THUNDERBOLT CABLE,,,,288,,Apple Asia Ltd,,203-APPCAB-MD861ZM/A,MD861ZM/A,,Apple THUNDERBOLT CABLE ( 2.0 M )-ZML,,,,,,,,,2.0m,,,
Accessories,Laptops Accessories,Cable,Apple THUNDERBOLT CABLE ( 0.5 M )-ZML,Apple THUNDERBOLT CABLE,,,,218,,Apple Asia Ltd,,203-APPCAB-MD862ZM/A,MD862ZM/A,,Apple THUNDERBOLT CABLE ( 0.5 M )-ZML,,,,,,,,,0.5m,,,
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple Macbook 60W Magsafe Power Adpt-GB,Apple Magsafe Power Adapter,,,,588,,Apple Asia Ltd,,203-APPBTC-MC461B/A,MC461B/A,,Apple Macbook 60W Magsafe Power Adpt-GB,,,,,,,,60W,,,,
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple BATTERY CHARGER - ITP,Apple BATTERY CHARGER - ITP,,,,218,,Apple Asia Ltd,,203-APPBTC-MC500ZP/A,MC500ZP/A,,Apple BATTERY CHARGER - ITP,,,,,,,,,,,,
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple 85W MAGSAFE POWER ADAPTER-GBR COO-,Apple Magsafe Power Adapter,,,,588,,Apple Asia Ltd,,203-APPBTC-MC556B/B,MC556B/B,,Apple 85W MAGSAFE POWER ADAPTER-GBR COO-,,,,,,,,85W,,,,
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple 45W MagSafe Power Adapter (B23),Apple Magsafe Power Adapter,,,,588,,Apple Asia Ltd,,203-APPBTC-MC747B/A,MC747B/A,,Apple 45W MagSafe Power Adapter (B23),,,,,,,,45W,,,,
Accessories,Laptops Accessories,Batteries & Battery Chargers,Apple 60W MAGSAFE 2 POWER ADAPTER-GBR,Apple Magsafe Power Adapter,,,,588,,Apple Asia Ltd,,203-APPBTC-MD565B/A,MD565B/A,,Apple 60W MAGSAFE 2 POWER ADAPTER-GBR,,,,,,,,60W,,,,
Accessories,Laptops Accessories,External Storage,Apple TIME CAPSULE 2TB,Apple TIME CAPSULE,,,,"2,188.00",,Apple Asia Ltd,,203-APPESG-ME177ZP/A,ME177ZP/A,,Apple TIME CAPSULE 2TB,,,,,,,,2TB,,,,
Accessories,Laptops Accessories,External Storage,Apple TIME CAPSULE 3TB,Apple TIME CAPSULE,,,,"2,988.00",,Apple Asia Ltd,,203-APPESG-ME182ZP/A,ME182ZP/A,,Apple TIME CAPSULE 3TB,,,,,,,,3TB,,,,
Accessories,Laptops Accessories,Router,Apple Airport Extreme 802.11ac,Apple Airport Extreme 802.11ac,,,,"1,488.00",,Apple Asia Ltd,,203-APPROU-ME918ZP/A,ME918ZP/A,,Apple Airport Extreme 802.11ac,,,,,,,,,,,,
Accessories,Tablets Accessories,Keyboard,Apple IPAD CAMERA CONNECTION KIT,Apple IPAD CAMERA CONNECTION KIT,,,,228,,Apple Asia Ltd,,202-APPKBD-MC531ZM/A,MC531ZM/A,,Apple IPAD CAMERA CONNECTION KIT,,,,,,,,,,,,
Accessories,Tablets Accessories,Adapter,Apple IPAD 2 DOCK-ZML,Apple IPAD 2 DOCK-ZML,,,,228,,Apple Asia Ltd,,202-APPADT-MC940ZM/A,MC940ZM/A,,Apple IPAD 2 DOCK-ZML,,,,,,,,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Brown,Apple iPad mini Smart Case,,,,548,,Apple Asia Ltd,,202-APPCAS-ME706FE/A,ME706FE/A,,Apple iPad mini Smart Case - Brown,,,,,,,Brown,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Beige,Apple iPad mini Smart Case,,,,548,,Apple Asia Ltd,,202-APPCAS-ME707FE/A,ME707FE/A,,Apple iPad mini Smart Case - Beige,,,,,,,Beige,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Yellow,Apple iPad mini Smart Case,,,,548,,Apple Asia Ltd,,202-APPCAS-ME708FE/A,ME708FE/A,,Apple iPad mini Smart Case - Yellow,,,,,,,Yellow,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Blue,Apple iPad mini Smart Case,,,,548,,Apple Asia Ltd,,202-APPCAS-ME709FE/A,ME709FE/A,,Apple iPad mini Smart Case - Blue,,,,,,,Blue,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Black,Apple iPad mini Smart Case,,,,548,,Apple Asia Ltd,,202-APPCAS-ME710FE/A,ME710FE/A,,Apple iPad mini Smart Case - Black,,,,,,,Black,,,,,
Accessories,Tablets Accessories,Case,Apple iPad mini Smart Case - Red,Apple iPad mini Smart Case,,,,548,,Apple Asia Ltd,,202-APPCAS-ME711FE/A,ME711FE/A,,Apple iPad mini Smart Case - Red,,,,,,,Red,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Brown,Apple iPad Air Smart Case,,,,618,,Apple Asia Ltd,,202-APPCAS-MF047FE/A,MF047FE/A,,Apple iPad Air Smart Case - Brown,,,,,,,Brown,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Beige,Apple iPad Air Smart Case,,,,618,,Apple Asia Ltd,,202-APPCAS-MF048FE/A,MF048FE/A,,Apple iPad Air Smart Case - Beige,,,,,,,Beige,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Yellow,Apple iPad Air Smart Case,,,,618,,Apple Asia Ltd,,202-APPCAS-MF049FE/A,MF049FE/A,,Apple iPad Air Smart Case - Yellow,,,,,,,Yellow,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Blue,Apple iPad Air Smart Case,,,,618,,Apple Asia Ltd,,202-APPCAS-MF050FE/A,MF050FE/A,,Apple iPad Air Smart Case - Blue,,,,,,,Blue,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Black,Apple iPad Air Smart Case,,,,618,,Apple Asia Ltd,,202-APPCAS-MF051FE/A,MF051FE/A,,Apple iPad Air Smart Case - Black,,,,,,,Black,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Case - Red,Apple iPad Air Smart Case,,,,618,,Apple Asia Ltd,,202-APPCAS-MF052FE/A,MF052FE/A,,Apple iPad Air Smart Case - Red,,,,,,,Red,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Cover - Black,Apple iPad Air Smart Cover,,,,298,,Apple Asia Ltd,,202-APPCAS-MF053FE/A,MF053FE/A,,Apple iPad Air Smart Cover - Black,,,,,,,Black,,,,,
Accessories,Tablets Accessories,Case,Apple iPad Air Smart Cover - Blue,Apple iPad Air Smart Cover,,,,298,,Apple Asia Ltd,,202-APPCAS-MF054FE/A,MF054FE/A,,Apple iPad Air Smart Cover - Blue,,,,,,,Blue,,,,,
