Item   Code,Item Name,Item BarCode,Unit,Item Type,Qty On Hand,Qty On Ord,Price Sales,Serial No Ctrl,Anly Code1,Anly Code2,Anly Code3,Anly Code4,Anly Code5,Anly Code6,Anly Code7,Anly Code8,,Anly Code9
5416-MD102ZP/A,MBP 13-inch: 2.9GHz Quad-core i7,MD102ZP/A,PCS,S,30,0,11488,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD102ZP/A,,,
1416-Z0ML0005,"MBP 15"" RETINA DISPLAY 2.7Ghz CTO",,PCS,S,0,0,24988,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,Z0ML0005,,,
