product parent,category 1,category 2,name,base,barcode,cost_price,sale_price,manufacturer_srp,weight,manufacturer,supplier,store_sku,manufacturer_sku,supplier_sku,short_description,long_description,image_url,sub_image_url,meta_title,meta_desc,quantity,Color,Storage,Size,Zoom,Aperture,Pixel,Power Capacity
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  (4th Gen) White,Apple iPod touch 32GB (4th Gen),,1474.64,1519.2,1688,,Apple Asia Ltd,,107-APPIPT-MD058ZP/A,MD058ZP/A,,Apple iPod touch 32GB  (4th Gen) White,,,,,,,White,32GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  (4th Gen) White,Apple iPod touch 64GB (4th Gen),,2683.2,2329.2,2588,,Apple Asia Ltd,,107-APPIPT-MD059ZP/A,MD059ZP/A,,Apple iPod touch 64GB  (4th Gen) White,,,,,,,White,64GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  - Yellow,Apple iPod touch 32GB (5th Gen),,2004.6,2059.2,2288,1,Apple Asia Ltd,,107-APPIPT-MD714ZP/A,MD714ZP/A,,Apple iPod touch 32GB  - Yellow,,http://www.dropshipgs.com/images/detailed/6/iPod_Touch_5-B.jpg,,,,,Yellow,32GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  - Yellow,Apple iPod touch 64GB (5th Gen),,2698.8,2779.2,3088,1,Apple Asia Ltd,,107-APPIPT-MD715ZP/A,MD715ZP/A,,Apple iPod touch 64GB  - Yellow,,http://www.dropshipgs.com/images/detailed/6/iPod_Touch_5-B.jpg,,,,,Yellow,64GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  - Blue,Apple iPod touch 32GB (5th Gen),,2004.6,2059.2,2288,1,Apple Asia Ltd,,107-APPIPT-MD717ZP/A,MD717ZP/A,,Apple iPod touch 32GB  - Blue,,http://www.dropshipgs.com/images/detailed/6/iPod_Touch_5-B.jpg,,,,,Blue,32GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  - Blue,Apple iPod touch 64GB (5th Gen),,2698.8,2779.2,3088,1,Apple Asia Ltd,,107-APPIPT-MD718ZP/A,MD718ZP/A,,Apple iPod touch 64GB  - Blue,,http://www.dropshipgs.com/images/detailed/6/iPod_Touch_5-B.jpg,,,,,Blue,64GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  - White & Silver,Apple iPod touch 32GB (5th Gen),,2004.6,2059.2,2288,1,Apple Asia Ltd,,107-APPIPT-MD720ZP/A,MD720ZP/A,,Apple iPod touch 32GB  - White & Silver,,http://www.dropshipgs.com/images/detailed/6/iPod_Touch_5-B.jpg,,,,,White & Silver,32GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  - WHITE & SILVER,Apple iPod touch 64GB (5th Gen),,2698.8,2779.2,3088,1,Apple Asia Ltd,,107-APPIPT-MD721ZP/A,MD721ZP/A,,Apple iPod touch 64GB  - WHITE & SILVER,,http://www.dropshipgs.com/images/detailed/7/Apple_iPod_Touch_5th_Generation_64GB.jpg,,,,,White & Silver,64GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 32GB  - Black & Slate,Apple iPod touch 32GB (5th Gen),,2004.6,2059.2,2288,1,Apple Asia Ltd,,107-APPIPT-MD723ZP/A,MD723ZP/A,,Apple iPod touch 32GB  - Black & Slate,,http://www.dropshipgs.com/images/detailed/6/iPod_Touch_5-B.jpg,,,,,Black & Slate,32GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 64GB  - BLACK & SLATE,Apple iPod touch 64GB (5th Gen),,2698.8,2779.2,3088,1,Apple Asia Ltd,,107-APPIPT-MD724ZP/A,MD724ZP/A,,Apple iPod touch 64GB  - BLACK & SLATE,,http://www.dropshipgs.com/images/detailed/7/Apple_iPod_Touch_5th_Generation_64GB.jpg,,,,,Black & Slate,64GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 16GB  Black(4th Gen),Apple iPod touch 16GB (4th Gen),,1240.97,1249.2,1388,,Apple Asia Ltd,,107-APPIPT-ME178ZP/A,ME178ZP/A,,Apple iPod touch 16GB  Black(4th Gen),,,,,,,Black,16GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 16GB  White(4th Gen),Apple iPod touch 16GB (4th Gen),,1240.97,1249.2,1388,,Apple Asia Ltd,,107-APPIPT-ME179ZP/A,ME179ZP/A,,Apple iPod touch 16GB  White(4th Gen),,,,,,,White,16GB,,,,,
Media Player,Apple,iPod Touch,Apple iPod touch 16GB - Black & Silver,Apple iPod touch 16GB (5th Gen),,1594.9,1609.2,1788,1,Apple Asia Ltd,,107-APPIPT-ME643ZP/A,ME643ZP/A,,Apple iPod touch 16GB - Black & Silver,,http://www.dropshipgs.com/images/detailed/6/iPod_Touch_5-B.jpg,,,,,Black & Silver,16GB,,,,,
Tablets,Apple,iPad Retina Display,Apple iPad with Retina display WiFi BLK 32GB,Apple iPad with Retina Display 32GB - WiFi,,4243.2,3769.2,4188,,Apple Asia Ltd,,102-APPIPR-MD511ZP/A,MD511ZP/A,,Apple iPad with Retina display WiFi BLK 32GB,,,,,,,Black,32GB,,,,,
Tablets,Apple,iPad Retina Display,Apple iPad with Retina display WiFi BLK 64GB,Apple iPad with Retina Display 64GB - WiFi,,4968.6,4489.2,4988,,Apple Asia Ltd,,102-APPIPR-MD512ZP/A,MD512ZP/A,,Apple iPad with Retina display WiFi BLK 64GB,,,,,,,Black,64GB,,,,,
Tablets,Apple,iPad Retina Display,Apple iPad with Retina display WiFi White 16GB,Apple iPad with Retina Display 16GB - WiFi,,3595.8,3049.2,3388,1.5,Apple Asia Ltd,,102-APPIPR-MD513ZP/A,MD513ZP/A,,Apple iPad with Retina display WiFi White 16GB,,http://www.dropshipgs.com/images/detailed/6/31763_ipad3_1.jpg,,,,,White,16GB,,,,,
Tablets,Apple,iPad Retina Display,Apple iPad with Retina display WiFi White 32GB,Apple iPad with Retina Display 32GB - WiFi,,4243.2,3769.2,4188,,Apple Asia Ltd,,102-APPIPR-MD514ZP/A,MD514ZP/A,,Apple iPad with Retina display WiFi White 32GB,,,,,,,White,32GB,,,,,
Tablets,Apple,iPad Retina Display,Apple iPad with Retina display WiFi White 64GB,Apple iPad with Retina Display 64GB - WiFi,,4968.6,4489.2,4988,,Apple Asia Ltd,,102-APPIPR-MD515ZP/A,MD515ZP/A,,Apple iPad with Retina display WiFi White 64GB,,,,,,,White,64GB,,,,,
Tablets,Apple,iPad Retina Display,Apple IPAD WI-FI CELLULAR 16GB BLACK-ZPN,Apple iPad with Retina Display 16GB - WiFi + Cellular,,4524,3949.2,4388,,Apple Asia Ltd,,102-APPIPR-MD522ZP/A,MD522ZP/A,,Apple IPAD WI-FI CELLULAR 16GB BLACK-ZPN,,,,,,,BLACK,16GB,,,,,
Tablets,Apple,iPad Retina Display,Apple IPAD WI-FI CELLULAR 32GB BLACK-ZPN,Apple iPad with Retina Display 32GB - WiFi + Cellular,,5148,4669.2,5188,,Apple Asia Ltd,,102-APPIPR-MD523ZP/A,MD523ZP/A,,Apple IPAD WI-FI CELLULAR 32GB BLACK-ZPN,,,,,,,BLACK,32GB,,,,,
Tablets,Apple,iPad Retina Display,Apple IPAD WI-FI CELLULAR 64GB BLACK-ZPN,Apple iPad with Retina Display 64GB - WiFi + Cellular,,5873.4,5389.2,5988,,Apple Asia Ltd,,102-APPIPR-MD524ZP/A,MD524ZP/A,,Apple IPAD WI-FI CELLULAR 64GB BLACK-ZPN,,,,,,,BLACK,64GB,,,,,
Tablets,Apple,iPad Retina Display,Apple IPAD WI-FI CELLULAR 16GB WHITE-ZPN,Apple iPad with Retina Display 16GB - WiFi + Cellular,,4524,3949.2,4388,,Apple Asia Ltd,,102-APPIPR-MD525ZP/A,MD525ZP/A,,Apple IPAD WI-FI CELLULAR 16GB WHITE-ZPN,,,,,,,WHITE,16GB,,,,,
Tablets,Apple,iPad Retina Display,Apple IPAD WI-FI CELLULAR 32GB WHITE-ZPN,Apple iPad with Retina Display 32GB - WiFi + Cellular,,5148,4669.2,5188,,Apple Asia Ltd,,102-APPIPR-MD526ZP/A,MD526ZP/A,,Apple IPAD WI-FI CELLULAR 32GB WHITE-ZPN,,,,,,,WHITE,32GB,,,,,
Tablets,Apple,iPad Mini,Apple iPad mini with WiFi 16GB - Black & Slate,Apple iPad Mini 16GB - WiFi,,2418,2059.2,2288,1,Apple Asia Ltd,,102-APPIPM-MD528ZP/A,MD528ZP/A,,Apple iPad mini with WiFi 16GB - Black & Slate,,http://www.dropshipgs.com/images/detailed/6/IPAD_MINI_WHITE1.jpg,,,,,Black & Slate,16GB,,,,,
Tablets,Apple,iPad Mini,Apple iPad mini with WiFi 32GB - Black & Slate,Apple iPad Mini 32GB - WiFi,,3166.8,2779.2,3088,1,Apple Asia Ltd,,102-APPIPM-MD529ZP/A,MD529ZP/A,,Apple iPad mini with WiFi 32GB - Black & Slate,,http://www.dropshipgs.com/images/detailed/6/32188_IPAD_MINI_WHITE2.jpg,,,,,Black & Slate,32GB,,,,,
Tablets,Apple,iPad Mini,Apple iPad mini with WiFi 64GB - Black & Slate,Apple iPad Mini 64GB - WiFi,,3915.6,3499.2,3888,,Apple Asia Ltd,,102-APPIPM-MD530ZP/A,MD530ZP/A,,Apple iPad mini with WiFi 64GB - Black & Slate,,,,,,,Black & Slate,64GB,,,,,
Tablets,Apple,iPad Mini,Apple iPad mini with WiFi 16GB -White & Silver,Apple iPad Mini 16GB - WiFi,,2418,2059.2,2288,,Apple Asia Ltd,,102-APPIPM-MD531ZP/A,MD531ZP/A,,Apple iPad mini with WiFi 16GB -White & Silver,,,,,,,White & Silver,16GB,,,,,
Tablets,Apple,iPad Mini,Apple iPad mini with WiFi 32GB -White & Silver,Apple iPad Mini 32GB - WiFi,,3166.8,2779.2,3088,,Apple Asia Ltd,,102-APPIPM-MD532ZP/A,MD532ZP/A,,Apple iPad mini with WiFi 32GB -White & Silver,,,,,,,White & Silver,32GB,,,,,
Tablets,Apple,iPad Mini,Apple iPad mini with WiFi 64GB -White & Silver,Apple iPad Mini 64GB - WiFi,,3915.6,3499.2,3888,,Apple Asia Ltd,,102-APPIPM-MD533ZP/A,MD533ZP/A,,Apple iPad mini with WiFi 64GB -White & Silver,,,,,,,White & Silver,64GB,,,,,
Tablets,Apple,iPad Mini,Apple MINI IPAD WI-FI CELLULAR 32GB BLACK-ZPN,Apple iPad Mini 32GB - WiFi + Cellular,,4102.8,3679.2,4088,,Apple Asia Ltd,,102-APPIPM-MD541ZP/A,MD541ZP/A,,Apple MINI IPAD WI-FI CELLULAR 32GB BLACK-ZPN,,,,,,,BLACK,32GB,,,,,
Tablets,Apple,iPad Mini,Apple MINI IPAD WI-FI CELLULAR 64GB BLACK-ZPN,Apple iPad Mini 64GB - WiFi + Cellular,,4851.6,4399.2,4888,,Apple Asia Ltd,,102-APPIPM-MD542ZP/A,MD542ZP/A,,Apple MINI IPAD WI-FI CELLULAR 64GB BLACK-ZPN,,,,,,,BLACK,64GB,,,,,
Tablets,Apple,iPad Mini,Apple MINI IPAD WI-FI CELLULAR 16GB WHITE-ZPN,Apple iPad Mini 16GB - WiFi + Cellular,,3354,2959.2,3288,,Apple Asia Ltd,,102-APPIPM-MD543ZP/A,MD543ZP/A,,Apple MINI IPAD WI-FI CELLULAR 16GB WHITE-ZPN,,,,,,,WHITE,16GB,,,,,
Tablets,Apple,iPad Mini,Apple MINI IPAD WI-FI CELLULAR 32GB WHITE-ZPN,Apple iPad Mini 32GB - WiFi + Cellular,,4102.8,3679.2,4088,,Apple Asia Ltd,,102-APPIPM-MD544ZP/A,MD544ZP/A,,Apple MINI IPAD WI-FI CELLULAR 32GB WHITE-ZPN,,,,,,,WHITE,32GB,,,,,
Tablets,Apple,iPad Mini,Apple MINI IPAD WI-FI CELLULAR 64GB WHITE-ZPN,Apple iPad Mini 64GB - WiFi + Cellular,,4851.6,4399.2,4888,,Apple Asia Ltd,,102-APPIPM-MD545ZP/A,MD545ZP/A,,Apple MINI IPAD WI-FI CELLULAR 64GB WHITE-ZPN,,,,,,,WHITE,64GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi 16GB - Space Grey,Apple iPad Mini with Retina Display 16GB - WiFi,,2878.6,2779.2,3088,,Apple Asia Ltd,,102-APPIMR-ME276ZP/A,ME276ZP/A,,Apple iPad mini Retina Wi-Fi 16GB - Space Grey,,,,,,,Space Grey,16GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi 32GB - Space Grey,Apple iPad Mini with Retina Display 32GB - WiFi,,3625.48,3499.2,3888,,Apple Asia Ltd,,102-APPIMR-ME277ZP/A,ME277ZP/A,,Apple iPad mini Retina Wi-Fi 32GB - Space Grey,,,,,,,Space Grey,32GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi 64GB - Space Grey,Apple iPad Mini with Retina Display 64GB - WiFi,,4372.36,4219.2,4688,,Apple Asia Ltd,,102-APPIMR-ME278ZP/A,ME278ZP/A,,Apple iPad mini Retina Wi-Fi 64GB - Space Grey,,,,,,,Space Grey,64GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi 16GB - Silver,Apple iPad Mini with Retina Display 16GB - WiFi,,2878.6,2779.2,3088,,Apple Asia Ltd,,102-APPIMR-ME279ZP/A,ME279ZP/A,,Apple iPad mini Retina Wi-Fi 16GB - Silver,,,,,,,Silver,16GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi 32GB - Silver,Apple iPad Mini with Retina Display 32GB - WiFi,,3625.48,3499.2,3888,,Apple Asia Ltd,,102-APPIMR-ME280ZP/A,ME280ZP/A,,Apple iPad mini Retina Wi-Fi 32GB - Silver,,,,,,,Silver,32GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi 64GB - Silver,Apple iPad Mini with Retina Display 64GB - WiFi,,4372.36,4219.2,4688,,Apple Asia Ltd,,102-APPIMR-ME281ZP/A,ME281ZP/A,,Apple iPad mini Retina Wi-Fi 64GB - Silver,,,,,,,Silver,64GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi+Cellular 16GB-Spa,Apple iPad Mini with Retina Display 16GB - WiFi + Cellular,,3812.2,3679.2,4088,,Apple Asia Ltd,,102-APPIMR-ME800ZP/A,ME800ZP/A,,Apple iPad mini Retina Wi-Fi+Cellular 16GB-Spa,,,,,,,Space Grey,16GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi+Cellular 16GB-Sil,Apple iPad Mini with Retina Display 16GB - WiFi + Cellular,,3812.2,3679.2,4088,,Apple Asia Ltd,,102-APPIMR-ME814ZP/A,ME814ZP/A,,Apple iPad mini Retina Wi-Fi+Cellular 16GB-Sil,,,,,,,Silver,16GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi+Cellular 32GB-Spa,Apple iPad Mini with Retina Display 32GB - WiFi + Cellular,,4559.08,4399.2,4888,,Apple Asia Ltd,,102-APPIMR-ME820ZP/A,ME820ZP/A,,Apple iPad mini Retina Wi-Fi+Cellular 32GB-Spa,,,,,,,Space Grey,32GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi+Cellular 32GB-Sil,Apple iPad Mini with Retina Display 32GB - WiFi + Cellular,,4559.08,4399.2,4888,,Apple Asia Ltd,,102-APPIMR-ME824ZP/A,ME824ZP/A,,Apple iPad mini Retina Wi-Fi+Cellular 32GB-Sil,,,,,,,Silver,32GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi+Cellular 64GB-Spa,Apple iPad Mini with Retina Display 64GB - WiFi + Cellular,,5305.96,5119.2,5688,,Apple Asia Ltd,,102-APPIMR-ME828ZP/A,ME828ZP/A,,Apple iPad mini Retina Wi-Fi+Cellular 64GB-Spa,,,,,,,Space Grey,64GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi+Cellular 64GB-Sil,Apple iPad Mini with Retina Display 64GB - WiFi + Cellular,,5305.96,5119.2,5688,,Apple Asia Ltd,,102-APPIMR-ME832ZP/A,ME832ZP/A,,Apple iPad mini Retina Wi-Fi+Cellular 64GB-Sil,,,,,,,Silver,64GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi+Cellular 128GB-Sp,Apple iPad Mini with Retina Display 128GB - WiFi + Cellular,,6052.84,5839.2,6488,,Apple Asia Ltd,,102-APPIMR-ME836ZP/A,ME836ZP/A,,Apple iPad mini Retina Wi-Fi+Cellular 128GB-Sp,,,,,,,Space Grey,128GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi+Cellular 128GB-Si,Apple iPad Mini with Retina Display 128GB - WiFi + Cellular,,6052.84,5839.2,6488,,Apple Asia Ltd,,102-APPIMR-ME840ZP/A,ME840ZP/A,,Apple iPad mini Retina Wi-Fi+Cellular 128GB-Si,,,,,,,Silver,128GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi 128GB -Space Grey,Apple iPad Mini with Retina Display 128GB - WiFi,,5119.24,4939.2,5488,,Apple Asia Ltd,,102-APPIMR-ME856ZP/A,ME856ZP/A,,Apple iPad mini Retina Wi-Fi 128GB -Space Grey,,,,,,,Space Grey,128GB,,,,,
Tablets,Apple,iPad Mini Retina,Apple iPad mini Retina Wi-Fi 128GB - Silver,Apple iPad Mini with Retina Display 128GB - WiFi,,5119.24,4939.2,5488,,Apple Asia Ltd,,102-APPIMR-ME860ZP/A,ME860ZP/A,,Apple iPad mini Retina Wi-Fi 128GB - Silver,,,,,,,Silver,128GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 16GB - Space Grey,Apple iPad Air 16GB - WiFi,,3586.58,3499.2,3888,1.5,Apple Asia Ltd,,102-APPIPA-MD785ZP/A,MD785ZP/A,,Apple iPad Air Wi-Fi 16GB - Space Grey,,http://www.dropshipgs.com/images/detailed/8/Apple_iPad_Air.jpg,,,,,Space Grey,16GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 32GB - Space Grey,Apple iPad Air 32GB - WiFi,,4232.32,4219.2,4688,1.5,Apple Asia Ltd,,102-APPIPA-MD786ZP/A,MD786ZP/A,,Apple iPad Air Wi-Fi 32GB - Space Grey,,http://www.dropshipgs.com/images/detailed/8/Apple_iPad_Air13837251075279f83347b80.jpg,,,,,Space Grey,32GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 64GB - Space Grey,Apple iPad Air 64GB - WiFi,,4955.86,4939.2,5488,1.5,Apple Asia Ltd,,102-APPIPA-MD787ZP/A,MD787ZP/A,,Apple iPad Air Wi-Fi 64GB - Space Grey,,http://www.dropshipgs.com/images/detailed/8/Apple_iPad_Air13837253235279f90b54557.jpg,,,,,Space Grey,64GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 16GB - Silver,Apple iPad Air 16GB - WiFi,,3586.58,3499.2,3888,1.5,Apple Asia Ltd,,102-APPIPA-MD788ZP/A,MD788ZP/A,,Apple iPad Air Wi-Fi 16GB - Silver,,http://www.dropshipgs.com/images/detailed/8/Apple_iPad_Air.jpg,,,,,Silver,16GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 32GB - Silver,Apple iPad Air 32GB - WiFi,,4232.32,4219.2,4688,1.5,Apple Asia Ltd,,102-APPIPA-MD789ZP/A,MD789ZP/A,,Apple iPad Air Wi-Fi 32GB - Silver,,http://www.dropshipgs.com/images/detailed/8/Apple_iPad_Air13837251075279f83347b80.jpg,,,,,Silver,32GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 64GB - Silver,Apple iPad Air 64GB - WiFi,,4955.86,4939.2,5488,1.5,Apple Asia Ltd,,102-APPIPA-MD790ZP/A,MD790ZP/A,,Apple iPad Air Wi-Fi 64GB - Silver,,http://www.dropshipgs.com/images/detailed/8/Apple_iPad_Air13837253235279f90b54557.jpg,,,,,Silver,64GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 16GB - Space Gre,Apple iPad Air 16GB - WiFi + Cellular,,4512.4,4399.2,4888,,Apple Asia Ltd,,102-APPIPA-MD791ZP/A,MD791ZP/A,,Apple iPad Air Wi-Fi+Cellular 16GB - Space Gre,,,,,,,Space Grey,16GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 32GB - Space Gre,Apple iPad Air 32GB - WiFi + Cellular,,5134.8,5119.2,5688,,Apple Asia Ltd,,102-APPIPA-MD792ZP/A,MD792ZP/A,,Apple iPad Air Wi-Fi+Cellular 32GB - Space Gre,,,,,,,Space Grey,32GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 64GB - Space Gre,Apple iPad Air 64GB - WiFi + Cellular,,5858.34,5839.2,6488,,Apple Asia Ltd,,102-APPIPA-MD793ZP/A,MD793ZP/A,,Apple iPad Air Wi-Fi+Cellular 64GB - Space Gre,,,,,,,Space Grey,64GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 16GB - Silver,Apple iPad Air 16GB - WiFi + Cellular,,4512.4,4399.2,4888,,Apple Asia Ltd,,102-APPIPA-MD794ZP/A,MD794ZP/A,,Apple iPad Air Wi-Fi+Cellular 16GB - Silver,,,,,,,Silver,16GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 32GB - Silver,Apple iPad Air 32GB - WiFi + Cellular,,5134.8,5119.2,5688,,Apple Asia Ltd,,102-APPIPA-MD795ZP/A,MD795ZP/A,,Apple iPad Air Wi-Fi+Cellular 32GB - Silver,,,,,,,Silver,32GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 64GB - Silver,Apple iPad Air 64GB - WiFi + Cellular,,5858.34,5839.2,6488,,Apple Asia Ltd,,102-APPIPA-MD796ZP/A,MD796ZP/A,,Apple iPad Air Wi-Fi+Cellular 64GB - Silver,,,,,,,Silver,64GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 128GB - Space Grey,Apple iPad Air 128GB - WiFi,,5679.4,5659.2,6288,,Apple Asia Ltd,,102-APPIPA-ME898ZP/A,ME898ZP/A,,Apple iPad Air Wi-Fi 128GB - Space Grey,,,,,,,Space Grey,128GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi 128GB - Silver,Apple iPad Air 128GB - WiFi,,5679.4,5659.2,6288,,Apple Asia Ltd,,102-APPIPA-ME906ZP/A,ME906ZP/A,,Apple iPad Air Wi-Fi 128GB - Silver,,,,,,,Silver,128GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 128GB - Space Gr,Apple iPad Air 128GB - WiFi + Cellular,,6581.88,6559.2,7288,,Apple Asia Ltd,,102-APPIPA-ME987ZP/A,ME987ZP/A,,Apple iPad Air Wi-Fi+Cellular 128GB - Space Gr,,,,,,,Space Grey,128GB,,,,,
Tablets,Apple,iPad Air,Apple iPad Air Wi-Fi+Cellular 128GB - Silver,Apple iPad Air 128GB - WiFi + Cellular,,6581.88,6559.2,7288,,Apple Asia Ltd,,102-APPIPA-ME988ZP/A,ME988ZP/A,,Apple iPad Air Wi-Fi+Cellular 128GB - Silver,,,,,,,Silver,128GB,,,,,
Mobile Phones,Apple,IPHONE4S,Apple iPhone 4s 8GB Black (GSM),Apple iPhone 4s 8GB,,3252.04,3139.2,3488,,Apple Asia Ltd,,101-APPI4S-MF265ZP/A,MF265ZP/A,,Apple iPhone 4s 8GB Black (GSM),,,,,,,Black,8GB,,,,,
Mobile Phones,Apple,IPHONE4S,Apple iPhone 4s 8GB White (GSM),Apple iPhone 4s 8GB,,3252.04,3139.2,3488,,Apple Asia Ltd,,101-APPI4S-MF266ZP/A,MF266ZP/A,,Apple iPhone 4s 8GB White (GSM),,,,,,,White,8GB,,,,,
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB White,Apple iPhone 5c 16GB,,4356.8,4219.2,4688,,Apple Asia Ltd,,101-APPI5C-MF321ZP/A,MF321ZP/A,,Apple iPhone 5c 16GB White,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,White,16GB,,,,,
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB Yellow,Apple iPhone 5c 16GB,,4356.8,4219.2,4688,,Apple Asia Ltd,,101-APPI5C-MF322ZP/A,MF322ZP/A,,Apple iPhone 5c 16GB Yellow,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,Yellow,16GB,,,,,
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB Blue,Apple iPhone 5c 16GB,,4356.8,4219.2,4688,,Apple Asia Ltd,,101-APPI5C-MF323ZP/A,MF323ZP/A,,Apple iPhone 5c 16GB Blue,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,Blue,16GB,,,,,
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB Green,Apple iPhone 5c 16GB,,4356.8,4219.2,4688,,Apple Asia Ltd,,101-APPI5C-MF324ZP/A,MF324ZP/A,,Apple iPhone 5c 16GB Green,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,Green,16GB,,,,,
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 16GB Pink,Apple iPhone 5c 16GB,,4356.8,4219.2,4688,,Apple Asia Ltd,,101-APPI5C-MF325ZP/A,MF325ZP/A,,Apple iPhone 5c 16GB Pink,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,Pink,16GB,,,,,
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB White,Apple iPhone 5c 32GB,,5150.36,4319.1,4799,,Apple Asia Ltd,,101-APPI5C-MF326ZP/A,MF326ZP/A,,Apple iPhone 5c 32GB White,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,White,32GB,,,,,
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB Yellow,Apple iPhone 5c 32GB,,5150.36,4319.1,4799,,Apple Asia Ltd,,101-APPI5C-MF327ZP/A,MF327ZP/A,,Apple iPhone 5c 32GB Yellow,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,Yellow,32GB,,,,,
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB Blue,Apple iPhone 5c 32GB,,4356.8,4319.1,4799,,Apple Asia Ltd,,101-APPI5C-MF328ZP/A,MF328ZP/A,,Apple iPhone 5c 32GB Blue,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,Blue,32GB,,,,,
Mobile Phones,Apple,IPHONE5C,Apple iPhone 5c 32GB Green,Apple iPhone 5c 32GB,,5150.36,4319.1,4799,,Apple Asia Ltd,,101-APPI5C-MF329ZP/A,MF329ZP/A,,Apple iPhone 5c 32GB Green,,http://www.dropshipgs.com/images/detailed/8/33136_Apple-iPhone-5c-16GB-2.jpg,,,,,Green,32GB,,,,,
